AT,V,AP,RH,PE
10,42,1017,98,463
12,46,1016,79,471
15,41,998,83,467
18,44,1013,78,465
12,40,1017,90,470
28,74,1011,73,436
5,41,1019,84,482
10,71,1019,88,470
18,53,1016,68,457
14,50,1007,91,463
28,68,1010,56,445
29,67,1016,34,442
25,60,1010,76,437
33,71,1006,48,434
25,57,1014,67,445
21,58,1017,68,452
31,71,1008,67,435
19,59,1017,77,453
14,42,1011,78,455
24,50,1004,75,443
26,68,1008,70,434
20,57,1011,79,444
15,49,1022,92,462
7,39,1012,94,491
12,40,1013,73,476
16,41,1017,45,455
9,42,1014,94,481
22,60,1017,73,452
29,70,1010,47,435
12,40,1018,82,475
21,67,1015,69,447
21,70,1012,88,439
30,64,1014,52,438
21,59,1018,79,444
18,46,1019,83,461
24,58,1017,48,446
25,60,1019,60,444
12,44,1023,100,468
31,60,1011,61,440
22,51,1014,74,455
18,45,1017,54,460
28,76,1008,76,435
19,61,1020,72,454
28,72,1009,87,428
33,70,1010,49,438
19,62,1020,84,453
25,52,1015,67,456
4,35,1017,85,489
20,45,1015,31,465
20,51,1009,95,446
31,70,1010,53,438
30,67,1015,46,431
30,71,1009,65,435
8,41,1022,88,482
12,41,1021,75,475
11,42,1020,72,478
29,70,1010,72,441
15,44,1021,66,461
20,46,1013,99,451
17,53,1018,91,458
18,45,1014,49,459
10,36,1020,62,474
17,44,1019,62,457
27,75,1004,77,436
7,42,1004,75,484
29,63,1009,53,438
20,49,1010,47,457
30,67,1018,38,439
5,39,1010,94,485
27,66,1004,55,433
17,44,1020,71,462
21,59,1014,84,445
29,73,1011,54,440
28,72,1008,73,438
16,45,1019,85,463
33,70,1007,53,434
12,41,1016,85,475
32,77,1008,63,430
33,70,1009,42,437
30,72,1011,60,437
15,41,1011,80,468
12,38,1013,85,473
22,53,1005,88,444
30,64,1012,66,439
9,40,1019,75,482
24,50,1015,67,452
10,41,1019,85,480
23,60,1017,79,447
28,71,1008,80,433
8,36,1015,62,480
12,39,1017,90,476
10,41,1015,84,482
26,59,1013,67,441
13,42,1023,65,480
26,73,1009,92,435
24,70,1009,83,443
18,53,1013,83,458
21,66,1015,74,453
28,64,1014,46,444
27,67,1014,55,440
19,67,1013,66,455
15,44,1019,73,466
20,60,1015,83,454
26,52,1013,57,454
19,47,1014,89,461
13,40,1020,97,471
15,41,1017,87,459
24,64,1014,61,450
20,65,1012,71,446
8,40,1011,78,480
17,43,1015,74,465
16,44,1016,76,466
11,40,1019,74,474
11,41,1021,87,479
24,61,1009,84,436
20,57,1021,69,457
32,73,1011,61,432
27,64,1013,45,449
19,44,1017,74,454
29,70,1014,47,434
16,41,1020,51,472
27,66,1005,52,433
24,71,1008,80,442
22,58,1017,64,453
25,67,1014,42,435
25,73,1002,94,432
26,72,1010,75,435
8,36,1013,88,480
31,67,1015,41,435
22,46,1011,68,449
29,76,1018,52,439
34,71,1009,57,433
20,45,1017,66,463
23,46,1013,73,455
21,57,1011,84,440
13,40,1019,85,472
23,64,1010,79,441
9,41,1030,88,477
10,41,1017,84,473
11,42,1023,69,481
8,41,1023,97,472
14,41,1017,73,469
31,74,1013,61,435
27,60,1012,59,446
27,62,1006,69,439
24,46,1008,53,444
11,38,1010,65,474
16,52,1013,75,463
23,58,1018,75,443
11,41,1018,88,478
27,70,1007,73,427
23,59,1015,75,444
26,59,1012,59,444
15,40,1017,74,470
33,70,1009,44,435
32,66,1010,64,428
25,63,1013,70,444
10,45,1014,88,479
22,59,1011,87,449
30,65,1017,45,440
20,51,1013,72,454
8,38,1021,61,483
28,76,1018,58,441
27,67,1017,55,446
23,66,1004,72,436
27,66,1011,73,432
30,68,1011,53,430
8,40,1020,83,479
26,75,1017,76,436
29,75,1009,56,437
10,41,1023,67,481
14,43,1031,80,470
9,41,1028,85,479
24,70,1007,62,439
8,39,1016,67,485
27,45,1010,52,443
9,39,1024,85,483
26,75,1017,83,435
30,43,1011,64,439
21,69,1011,90,440
7,39,1020,71,480
14,45,1016,94,461
21,61,1018,86,444
29,74,1005,87,432
27,59,1014,66,439
26,79,1011,87,435
17,42,1008,50,462
14,45,1020,57,467
16,59,1016,92,455
25,72,1010,73,434
13,41,1017,76,469
9,42,1019,81,485
23,63,1016,66,449
15,46,1020,96,462
18,49,1014,80,453
34,65,1003,39,433
28,54,1013,52,439
32,70,1006,58,438
25,66,1006,70,434
22,49,1004,84,441
33,74,1014,51,426
10,42,1014,96,465
23,59,1013,66,445
9,45,1023,94,479
29,71,1009,77,435
15,35,1016,58,468
14,45,1014,70,464
26,66,1006,69,435
17,42,1009,72,464
10,41,1016,73,482
7,41,1024,91,478
14,34,1018,62,470
16,42,1010,63,466
23,71,1005,94,439
23,65,1013,58,443
26,64,1018,42,440
23,68,1010,81,441
32,74,1013,37,428
9,41,1022,79,480
18,45,1014,52,458
24,45,1009,75,445
20,61,1017,88,445
26,59,1008,79,440
10,43,1015,70,482
8,41,1024,97,476
28,67,1007,75,441
14,44,1025,87,465
18,44,1021,68,459
8,43,1011,93,485
20,54,1012,89,458
25,66,1010,66,436
5,39,1019,90,490
15,39,1009,79,463
29,72,1005,71,432
25,69,1011,54,448
24,72,1006,90,432
30,75,1016,56,428
14,43,1012,72,464
28,63,1017,47,450
25,71,1009,69,438
30,69,1011,55,438
8,39,1016,69,487
24,71,1010,82,442
15,58,1019,83,459
10,42,1003,97,472
8,40,1019,80,475
7,39,1014,77,487
24,67,1018,80,440
27,76,1006,67,436
19,51,1016,75,460
13,41,1020,93,467
7,40,1017,88,482
28,68,1013,49,436
21,63,1011,83,449
23,50,1015,71,451
30,76,1008,61,434
28,74,1006,77,432
29,75,1010,59,434
25,57,1011,73,441
27,50,1007,61,440
17,43,1019,75,458
26,63,1013,66,440
26,71,1000,88,431
30,74,1015,71,435
34,78,1011,67,432
15,44,1012,92,468
12,41,1019,63,476
22,70,1010,97,440
25,59,1017,78,437
17,52,1012,68,458
6,41,1020,84,489
30,70,1010,65,443
31,71,1004,54,429
25,59,1012,74,440
18,50,1012,98,454
8,41,1012,91,479
25,61,1017,70,444
30,70,1011,56,426
7,40,1018,80,479
14,41,1025,73,457
9,41,1027,80,477
24,52,1009,73,449
13,42,1015,100,469
22,63,1012,91,445
25,69,1011,57,451
7,37,1010,87,482
15,44,1022,89,466
23,41,1002,39,450
10,40,1021,91,480
22,59,1007,91,441
22,64,1020,69,446
11,40,1018,67,471
9,39,1022,76,483
32,72,1008,59,430
27,68,1006,62,437
16,45,1014,62,462
27,70,1009,59,431
7,36,1013,91,484
12,43,1016,62,468
25,65,1014,39,443
26,60,1016,56,444
21,60,1016,78,456
22,66,1016,74,448
17,45,1014,88,459
28,64,1010,66,441
21,63,1019,72,453
27,73,1009,88,429
23,59,1013,83,446
26,70,1013,90,440
26,55,1015,67,452
9,42,1014,92,481
27,73,1012,83,438
30,65,1007,54,438
23,65,1016,61,446
22,65,1015,66,447
16,42,1023,67,462
10,42,1033,68,476
15,37,1008,95,465
26,76,1017,75,437
16,61,1020,75,457
8,42,1008,86,485
8,44,1019,59,480
21,42,1013,81,470
21,65,1017,72,446
17,43,1018,76,463
14,41,1009,82,470
27,74,1014,85,429
7,37,1011,85,483
13,42,1016,93,461
17,59,1016,87,455
26,60,1013,72,447
25,70,1007,76,436
28,75,1005,75,432
27,59,1012,59,441
25,60,1019,61,445
17,43,1008,75,465
23,65,1014,47,446
18,45,1018,66,461
17,41,1006,83,465
25,67,1018,69,439
9,41,1024,79,485
12,39,1017,85,478
10,42,1003,66,476
27,64,1009,54,443
10,39,1011,88,474
31,72,1011,55,435
28,66,1011,64,444
22,61,1018,84,444
15,41,1026,51,473
27,70,1011,58,440
11,38,1014,70,473
24,49,1013,45,445
21,52,1012,45,453
25,66,1014,51,449
28,70,1011,78,435
21,60,1016,77,454
25,52,1014,68,452
27,65,1007,76,438
23,57,1010,77,444
18,44,1009,74,453
21,49,1007,86,443
9,39,1025,69,472
22,58,1014,69,441
22,43,1010,62,446
21,70,1004,84,440
29,69,1012,60,438
25,60,1010,81,436
21,67,1013,55,451
19,45,1018,55,468
5,40,1007,91,488
7,41,1026,89,488
10,40,1016,82,481
13,42,1012,83,457
6,42,1004,78,485
21,48,1008,91,447
9,42,1010,89,482
18,68,1005,87,449
14,45,1023,83,468
24,75,1012,75,441
24,71,1007,86,434
28,68,1006,74,436
15,41,1009,84,467
30,76,1008,62,435
16,53,1026,63,465
26,69,1013,54,437
19,53,1017,67,458
27,73,1003,90,431
14,38,1023,84,473
27,73,1009,90,429
30,70,1013,61,436
16,39,1002,77,467
8,41,1008,98,481
4,35,1017,85,490
22,56,1009,90,443
13,41,1016,82,473
11,42,1021,93,465
25,49,1004,69,437
23,64,1012,85,447
17,41,1019,50,467
4,38,1016,87,488
12,41,1015,89,475
14,42,1016,80,469
13,41,1010,82,471
14,41,1022,74,468
29,72,1007,62,429
14,45,1023,82,465
12,44,1019,85,464
14,43,1016,60,467
18,42,1013,77,467
11,39,1015,86,480
17,40,1012,83,458
27,74,1007,99,434
5,39,1018,79,487
9,40,1031,86,477
31,64,1014,49,438
10,41,1018,90,478
26,60,1010,72,445
25,78,1008,81,433
25,58,1017,68,442
20,57,1021,67,454
22,59,1014,80,444
27,70,1007,71,442
12,41,1019,63,476
25,61,1018,60,442
9,36,1016,58,480
12,42,1018,79,472
29,70,1011,50,435
9,39,1026,70,474
24,59,1012,77,445
14,44,1019,67,469
8,41,1022,87,482
15,41,1008,86,464
28,65,1007,72,437
24,78,1008,84,439
30,76,1007,61,435
21,51,1009,87,445
30,48,1003,42,435
26,63,1010,55,445
25,65,1021,51,449
19,49,1006,85,450
29,76,1018,54,443
32,68,1010,42,440
26,59,1013,56,450
19,44,1018,65,453
6,39,1012,94,491
6,46,1012,93,482
29,55,1007,47,441
9,41,1020,72,484
8,41,1020,78,486
19,69,1011,95,455
11,41,1017,65,482
21,48,1014,63,458
17,54,1015,64,459
25,71,1008,63,437
27,63,1013,76,439
15,57,1013,87,457
15,43,1016,85,471
27,58,1014,66,443
29,76,1018,54,443
13,44,1023,59,468
6,41,1025,96,470
14,44,1023,84,467
8,41,1018,74,477
16,45,1011,63,460
12,41,1022,59,475
20,58,1011,92,450
27,67,1017,54,441
28,66,1011,67,439
24,48,1003,67,441
10,44,1016,80,481
22,47,1014,56,452
13,41,1017,93,462
27,67,1018,70,434
28,68,1008,50,433
9,42,1033,75,478
15,40,1012,73,466
7,39,1020,71,487
16,47,1010,89,451
32,72,1008,54,428
23,62,1011,78,446
7,40,1019,85,483
12,41,1022,84,466
10,40,1011,88,481
13,42,1011,83,461
12,41,1016,54,466
29,72,1009,79,428
31,73,1007,61,428
23,70,1011,83,441
10,41,1018,70,485
22,60,1005,95,439
19,45,1010,46,463
30,72,1005,68,425
31,71,1011,46,441
26,68,1017,74,436
14,44,1024,84,469
26,65,1009,52,451
15,39,1014,78,470
34,68,1006,30,426
18,62,1012,90,452
19,57,1021,83,458
26,73,1010,65,435
15,44,1023,86,462
6,39,1021,79,479
26,68,1011,67,436
27,48,1003,59,438
10,41,1021,65,482
29,66,1013,60,441
24,70,1013,53,435
27,49,1005,47,441
30,62,1009,49,436
7,39,1020,76,489
24,59,1013,79,447
8,43,1010,90,484
12,41,1022,86,475
9,45,1019,66,478
11,40,1015,87,478
9,40,1015,90,483
24,52,1006,70,443
15,41,1018,89,459
31,70,1008,65,431
16,43,1008,77,464
25,65,1018,63,442
26,61,1013,77,444
5,39,1013,81,473
13,42,1018,82,469
11,38,1011,98,472
23,65,1008,77,444
29,65,1011,54,442
5,38,1015,73,485
8,41,1016,86,476
28,68,1011,59,434
26,70,1001,86,434
10,45,1021,65,488
24,59,1008,77,438
16,41,1007,79,466
26,50,1015,56,452
7,42,1022,89,489
18,40,1001,67,460
24,71,1007,96,442
6,44,1018,77,482
11,40,1011,86,478
21,58,1012,85,451
29,68,1010,46,446
9,41,1022,86,479
9,41,1015,89,484
15,39,1001,81,469
14,49,1021,84,467
28,65,1000,70,427
8,36,1021,80,482
11,45,1018,80,471
17,54,1018,64,460
21,49,1007,87,450
14,46,1017,88,462
10,42,1009,76,481
22,44,1006,84,443
13,39,1019,84,469
23,58,1011,74,448
12,71,1020,86,463
16,41,1006,78,464
8,42,1018,91,477
31,61,1010,51,436
16,37,1007,90,468
17,57,1014,82,457
12,42,1017,90,465
17,44,1015,54,464
15,44,1016,69,472
26,65,1018,55,441
27,62,1012,70,443
22,42,1014,74,459
20,57,1021,70,455
26,60,1004,82,439
5,43,1013,95,479
28,48,1003,55,440
15,36,1016,57,467
10,37,1027,70,478
15,45,1023,87,465
28,66,1010,73,445
29,71,1008,80,439
29,67,1015,34,433
28,65,1013,49,439
15,45,1016,67,469
26,78,1009,79,438
14,43,1031,75,470
8,41,1022,70,485
27,60,1012,58,449
28,71,1008,86,432
13,53,1026,76,465
16,54,1015,72,462
14,45,1019,77,467
21,61,1018,83,446
29,65,1013,49,438
9,42,1015,85,477
22,60,1009,95,438
19,48,1006,77,454
25,60,1017,59,448
10,41,1022,98,469
24,60,1004,87,441
14,40,1017,76,472
25,70,1006,78,437
26,72,1010,74,431
11,42,995,99,474
14,41,1017,84,463
19,51,1015,87,457
26,48,1003,66,441
9,42,1014,94,481
12,41,1021,86,475
15,40,1017,72,470
16,39,1019,62,463
12,45,1022,51,483
22,48,1004,87,440
15,46,1014,99,464
14,41,1009,87,460
24,63,1020,61,446
25,72,1006,91,432
5,41,1025,95,482
12,41,1023,81,475
15,43,1018,77,464
13,39,1023,64,471
22,59,1014,70,445
28,76,1018,56,440
27,72,1011,78,432
14,45,1020,58,466
32,70,1009,62,437
24,59,1017,80,438
14,43,1012,88,472
29,65,1000,64,429
8,36,1020,83,481
13,41,1022,81,466
13,41,1027,88,464
23,59,1006,84,441
13,39,1006,89,473
27,71,1009,77,434
3,39,1024,84,487
33,70,1014,40,429
7,36,1021,83,484
19,49,1014,74,453
26,74,1010,75,438
16,51,1016,84,464
8,36,1030,84,480
8,42,1008,83,484
26,58,1014,71,444
22,66,1016,81,443
15,45,1019,74,463
28,64,1005,64,437
18,50,1011,96,452
13,45,1024,89,469
19,63,1019,83,450
15,38,1022,78,468
17,58,1012,92,460
25,70,1007,82,431
12,45,1024,89,477
25,57,1011,73,446
13,41,1011,92,472
27,64,1010,72,440
9,40,1020,79,479
25,65,1013,70,438
27,52,1007,62,439
25,72,1001,90,441
9,40,1022,78,486
24,68,1013,65,443
28,69,1010,64,443
21,60,1011,83,452
15,50,1024,75,464
19,61,1020,66,455
24,58,1013,60,446
26,65,1010,54,453
27,49,1008,71,439
18,62,1012,89,451
27,80,1008,74,431
18,51,1010,88,460
10,41,1019,71,486
10,42,1009,78,480
9,44,1010,86,474
20,50,1013,67,463
22,65,1020,65,452
25,48,1009,74,440
16,45,1022,40,471
21,62,1009,82,451
10,45,1023,98,477
26,66,1013,63,435
22,70,1010,97,440
11,39,1012,77,478
25,68,1011,77,434
10,41,1022,81,477
25,72,1002,89,433
6,46,1009,92,482
22,60,1016,89,441
26,49,1010,35,444
26,72,1006,86,428
10,39,1012,81,480
9,45,1021,87,474
27,69,1005,74,434
30,66,1013,51,438
29,64,1011,65,440
10,40,1012,84,482
8,71,1019,87,472
16,44,1021,85,462
5,43,1013,93,481
23,59,1014,56,454
26,72,1011,78,433
29,57,1008,54,437
27,76,1017,75,433
25,51,1009,63,445
27,49,1008,68,439
27,64,1015,47,446
22,63,1020,79,447
14,45,1018,87,466
18,49,1012,59,455
19,64,1013,84,452
25,64,1011,81,441
25,63,1012,85,441
22,59,1017,85,442
19,58,1017,77,453
11,45,1018,92,471
21,51,1018,73,456
8,41,1025,89,486
9,41,1021,96,472
16,51,1013,97,458
18,52,1007,100,451
11,41,1020,61,479
20,58,1016,82,449
14,41,1017,84,465
24,62,1010,54,441
13,42,1017,84,462
27,66,1018,55,440
11,40,1026,94,469
29,74,1005,70,436
20,60,1011,84,451
24,44,1012,56,445
12,41,1016,73,479
19,62,1020,77,453
16,44,1011,82,465
27,64,1018,42,440
15,56,1020,90,463
28,68,1011,54,431
21,63,1013,80,447
23,57,1014,78,441
21,58,1008,98,447
21,82,1007,82,434
15,44,1023,87,462
11,41,1017,75,479
12,39,1013,95,474
27,61,1012,57,448
13,43,1016,74,474
16,39,1014,76,469
22,70,1010,98,444
29,59,1011,51,441
13,44,1023,65,467
21,68,1012,78,446
19,63,1018,91,450
22,58,1011,77,449
27,67,1018,62,434
6,36,1014,94,484
16,49,1014,89,458
7,40,1013,83,486
16,50,1015,90,463
21,47,1007,68,450
23,69,1012,77,439
28,61,1009,61,443
24,68,1009,64,443
17,37,1012,68,468
27,65,1013,55,442
23,74,1011,88,441
25,43,1012,89,442
16,42,1013,61,468
21,51,1007,89,445
20,60,1011,86,453
25,74,1015,77,436
22,50,1007,89,442
24,68,1006,68,446
9,37,1015,67,481
23,54,1014,73,452
25,73,1012,86,437
7,43,1014,86,485
16,41,1016,48,454
30,71,1012,56,439
24,60,1019,77,440
22,58,1011,77,450
14,45,1016,94,464
23,61,1019,55,449
25,60,1016,57,445
25,60,1019,70,443
29,67,1016,46,433
14,54,1015,75,465
20,51,1012,95,450
5,39,1020,79,473
10,39,1024,85,480
10,37,1013,71,474
26,59,1013,80,446
8,71,1018,86,475
28,53,1006,52,440
14,45,1017,80,471
7,41,1025,98,477
11,42,1018,91,479
34,68,1007,50,427
15,44,1021,66,460
23,57,1007,76,443
10,42,1020,66,475
26,59,1012,58,441
12,45,1014,60,477
31,74,1012,63,429
23,60,1017,62,449
22,49,1018,76,447
27,65,1016,45,443
21,51,1014,89,451
30,57,1008,55,436
28,58,1014,54,438
17,45,1021,70,461
31,74,1008,50,433
28,71,1008,79,431
23,75,1010,93,445
21,45,1008,37,460
22,68,1013,75,443
23,59,1012,87,440
25,60,1006,75,438
21,49,1021,56,459
7,44,1019,68,483
10,44,1009,90,471
14,43,1017,83,464
32,67,1014,37,435
16,58,1016,83,450
19,47,1007,77,453
30,65,1006,54,436
19,39,1019,63,455
15,42,1024,85,464
31,67,1014,35,437
15,53,1025,70,462
24,66,1015,63,447
20,46,1013,83,453
27,72,1011,73,436
27,49,1008,70,439
12,40,1020,89,472
15,41,1026,70,461
23,74,1010,86,440
28,74,998,79,432
21,45,1010,75,451
23,59,1015,80,444
27,48,1003,59,438
12,38,1013,86,472
26,47,1008,58,443
10,41,1021,91,475
18,44,1016,68,466
31,64,1014,54,440
22,69,1010,84,445
11,39,1022,86,480
24,66,1011,55,446
26,59,1007,80,441
16,42,1008,76,453
14,45,1017,89,462
21,51,1012,73,453
13,44,1020,89,469
27,63,1012,63,443
20,67,1013,81,442
15,45,1019,67,465
28,67,1006,66,427
14,40,1011,70,467
22,64,1014,93,447
29,67,1014,39,438
20,63,1018,75,452
25,75,1010,74,434
13,45,1014,79,467
15,41,1005,80,465
12,41,1015,80,474
19,39,1014,62,465
10,41,1016,81,475
20,44,1013,38,461
15,44,1019,75,466
8,43,1012,94,481
14,39,1008,74,464
3,40,1011,83,483
15,49,1007,86,461
29,67,1007,71,436
27,71,1000,88,438
19,58,1017,91,446
13,39,1014,85,471
28,66,1011,66,440
10,38,1006,99,473
27,66,1006,65,437
33,71,1008,47,434
23,59,1006,84,442
13,41,1016,82,474
27,59,1016,71,436
10,44,1016,92,479
4,38,1016,75,487
31,70,1011,48,431
32,67,1007,60,439
9,42,1002,87,484
11,42,1014,89,476
13,54,1016,79,468
14,45,1013,94,463
5,36,1027,80,491
25,66,1015,58,443
32,68,1006,38,428
23,48,1014,60,449
17,41,1000,71,461
10,39,1015,72,474
23,59,1012,78,447
12,41,1020,83,470
18,67,1015,82,460
14,45,1014,75,466
15,44,1025,83,463
6,44,1021,71,486
19,47,1011,75,454
18,42,1013,87,463
15,46,1015,97,462
27,70,1008,83,433
8,43,1013,92,479
18,40,1013,79,459
7,36,1013,90,483
29,80,1007,61,438
27,65,1014,51,444
19,59,1017,88,453
23,52,1007,79,447
13,50,1009,87,466
6,40,1032,80,481
14,54,1016,75,467
16,46,1008,86,457
10,42,1014,94,481
10,40,1025,98,472
29,68,1012,47,439
15,41,1019,73,468
25,72,1011,77,434
14,39,1014,78,470
27,78,1010,80,438
32,80,1007,61,432
21,60,1011,81,450
13,37,1013,83,472
18,59,1012,83,452
15,41,1010,81,470
10,41,1019,83,480
9,39,1018,62,475
16,45,1022,90,461
28,65,1007,61,438
18,62,1020,83,454
32,69,1009,49,441
14,44,1021,94,468
12,41,1020,59,477
5,39,1020,77,487
23,66,1015,70,447
17,42,1017,63,472
13,42,1011,63,468
16,41,1003,77,466
20,45,1009,39,465
28,78,1011,95,432
23,73,1012,88,438
12,39,1011,82,478
26,63,1020,60,444
10,42,1021,49,472
25,49,1010,47,448
25,68,1006,68,440
22,62,1010,59,446
12,41,1020,59,477
23,49,1019,79,446
28,69,1008,71,436
7,41,1025,96,477
15,45,1022,41,476
17,42,1006,73,453
14,43,1020,83,466
20,60,1015,79,453
31,70,1010,52,439
23,64,1013,84,444
13,41,1019,94,461
17,58,1016,88,456
16,39,1018,81,439
13,43,1014,85,473
27,69,1005,82,434
20,62,1010,67,446
15,44,1017,72,471
31,70,1010,48,432
26,70,1010,90,435
22,59,1016,88,442
19,63,1021,83,455
29,64,1015,55,438
15,54,1016,63,463
13,39,1017,89,476
21,64,1020,72,445
13,46,1015,87,476
25,74,1015,80,436
9,41,1008,97,480
13,48,1012,100,466
12,45,1018,93,468
29,58,1014,37,448
26,49,1003,61,440
18,42,1008,46,460
24,68,1008,79,437
24,73,1013,92,436
23,49,1009,84,444
17,59,1015,90,455
22,59,1010,87,445
29,73,1011,55,441
9,41,1018,75,474
23,75,1010,84,438
24,67,1007,87,443
16,43,1014,50,459
25,65,1021,52,447
13,41,1022,57,476
23,68,1018,87,438
22,69,1012,79,442
31,70,1009,68,438
18,58,1014,86,452
22,72,1006,91,435
24,70,1007,67,440
10,42,1003,70,481
23,75,1010,82,444
13,38,1010,99,470
31,75,1009,55,434
15,39,1017,71,463
13,39,1013,74,472
23,65,1014,67,443
25,69,1014,43,446
6,46,1011,96,481
29,74,1007,68,431
23,64,1016,70,445
12,41,1013,90,475
12,41,1016,85,477
7,39,1020,75,487
14,41,993,94,466
33,74,1006,48,437
32,66,1011,54,427
29,58,1005,58,435
17,50,1007,100,453
14,43,1017,82,465
31,74,999,70,432
3,39,1029,69,489
7,41,1024,86,490
27,74,1010,73,435
33,71,1004,50,434
26,77,1003,79,437
21,49,1009,87,448
33,70,1012,49,428
16,42,1012,96,464
14,40,1013,90,466
21,51,1009,89,447
23,72,1010,87,436
7,41,1028,87,481
22,64,1015,87,444
23,60,1010,89,440
24,43,1008,67,441
29,79,1012,89,431
27,66,1005,52,440
24,62,1014,87,441
23,60,1019,66,444
14,39,1013,84,475
26,63,1014,83,439
22,50,1009,94,447
25,60,1018,53,445
8,38,1021,83,484
14,43,1030,70,466
3,39,1027,81,489
29,75,1005,59,436
20,54,1012,89,457
22,61,1011,92,446
10,41,1023,84,475
22,48,1009,79,445
13,34,1019,72,470
14,48,1007,91,466
28,70,1008,84,434
16,58,1018,79,458
23,60,1011,89,441
26,60,1016,53,448
9,40,1025,74,472
29,71,1008,62,434
24,58,1012,74,444
28,73,1010,88,438
11,42,1020,73,479
25,74,1009,89,434
24,66,1011,89,440
8,40,1024,89,478
8,42,1011,89,484
24,72,1009,95,442
4,39,1019,88,492
12,40,1002,79,475
17,46,1010,95,459
31,69,1010,62,436
12,40,1007,62,471
9,37,1015,78,492
27,71,1008,72,431
16,45,1018,43,465
23,42,1013,65,467
20,68,1006,64,446
23,64,1014,80,440
26,72,1007,85,429
31,72,999,68,431
26,44,1012,46,444
14,45,1024,89,463
5,39,1025,79,486
22,56,1019,62,455
13,44,1017,86,474
14,36,1016,61,469
12,38,1013,85,473
10,40,1003,90,473
31,77,1002,58,436
13,44,1014,92,473
11,40,1014,91,477
13,41,1020,94,469
9,41,1012,89,481
8,42,1015,78,483
28,65,1015,46,441
20,51,1014,82,455
33,79,1012,66,430
22,69,1011,78,439
18,40,1008,65,454
25,72,1007,89,434
19,41,1002,58,460
28,59,1017,61,433
26,64,1009,75,444
26,47,1009,53,442
29,72,1001,77,430
32,70,1015,55,429
7,41,1020,90,475
5,41,1021,94,484
12,41,1011,78,475
14,40,1011,74,473
23,44,1016,44,460
29,69,1008,66,439
16,40,1013,79,469
14,41,1020,70,467
18,45,1025,71,458
20,69,1013,90,446
21,45,1009,39,466
9,42,1033,75,478
28,73,1012,84,431
20,63,1019,77,449
11,53,1023,76,466
13,44,1023,89,470
25,67,1010,65,436
22,51,1009,81,450
25,69,1014,45,448
19,39,1013,59,466
8,40,1011,85,480
23,58,1009,82,445
7,41,1022,88,490
9,42,1018,80,483
6,36,1014,92,485
7,40,1032,70,481
24,66,1011,54,441
9,41,1023,86,479
15,44,1028,67,465
24,58,1017,47,445
22,64,1010,77,445
9,40,1023,76,474
29,68,1010,68,429
14,41,1021,74,460
10,42,1014,96,465
13,43,1017,81,467
31,64,1012,63,438
19,46,1013,81,458
32,71,1007,51,429
14,42,1011,58,467
27,64,1016,48,447
12,42,1011,83,461
22,49,1014,49,452
24,62,1012,70,439
15,45,1018,93,461
28,74,1005,76,435
26,69,1010,73,440
11,41,1026,81,478
31,69,1007,70,435
24,59,1014,63,444
29,67,1006,58,428
29,68,1006,57,433
15,42,1014,95,465
24,72,1008,86,435
28,69,1013,41,434
11,41,1019,96,472
13,41,1009,87,460
24,52,1015,60,448
27,68,1013,52,445
27,57,1008,60,438
23,64,1011,88,441
33,75,1005,42,433
9,40,1020,74,479
30,57,1009,46,439
28,68,1006,60,439
7,41,1015,97,484
17,40,1007,74,463
27,67,1005,72,430
32,62,1010,39,450
15,41,1005,85,467
9,34,1019,75,484
24,49,1004,75,440
25,59,1011,70,443
18,58,1017,82,451
12,71,1019,76,467
23,67,1011,66,443
13,48,1017,81,467
18,44,1017,52,462
20,50,1012,69,456
10,40,1021,95,476
21,67,1013,61,456
11,39,1020,77,476
31,65,1012,37,436
9,41,1021,98,471
29,71,1008,52,432
27,67,1014,33,437
21,60,1017,77,451
10,37,1026,70,479
31,70,1011,45,430
21,66,1015,84,450
13,41,1013,86,471
33,72,1009,63,432
9,41,1025,91,484
11,42,1001,95,471
29,76,1008,78,438
21,49,1005,81,448
27,67,1006,70,437
27,62,1009,61,440
13,42,1014,86,469
15,44,1015,62,466
11,45,1018,91,470
22,46,1013,72,450
21,67,1013,60,452
27,59,1013,56,441
17,46,1009,99,457
28,66,1011,64,442
23,48,1013,68,445
8,36,1017,66,483
32,66,1011,47,436
20,57,1021,63,457
36,69,1007,39,430
27,44,1011,49,441
21,64,1015,74,446
22,64,1014,83,444
23,65,1014,59,444
23,59,1017,76,440
10,44,1008,90,472
28,49,1005,36,441
20,63,1020,84,452
20,41,1003,88,455
24,59,1014,73,443
16,45,1010,85,460
19,49,1009,95,451
15,41,1015,68,470
25,62,1006,79,437
13,40,1016,88,472
20,66,1011,82,447
14,39,1013,81,472
20,57,1020,75,456
12,41,1021,81,477
12,50,1008,96,468
8,40,1019,79,482
29,72,1007,65,427
8,43,1016,76,468
20,58,1017,76,451
25,60,1008,81,441
27,80,1005,86,432
24,70,1006,58,439
30,73,1004,66,433
15,44,1024,87,462
26,57,1012,47,441
23,59,1012,61,450
20,49,1007,91,444
10,53,1022,76,470
30,77,1009,76,434
32,76,1008,52,433
12,43,1009,77,468
26,62,1006,74,436
6,41,1020,85,489
24,66,1004,74,432
32,73,1001,72,436
24,70,1011,81,436
15,42,1018,78,460
28,61,1013,63,437
12,38,1014,93,470
10,45,1014,85,479
4,38,1016,77,489
14,41,1021,73,464
16,54,1018,70,462
25,59,1009,55,439
7,39,1019,70,486
20,51,1009,95,452
11,39,1017,91,480
